1803
1, -50.0000, -50.0000
2, -50.0000, -48.0000
3, -50.0000, -46.0000
4, -50.0000, -44.0000
5, -50.0000, -42.0000
6, -50.0000, -40.0000
7, -50.0000, -38.0000
8, -50.0000, -36.0000
9, -50.0000, -34.0000
10, -50.0000, -32.0000
11, -50.0000, -30.0000
12, -50.0000, -28.0000
13, -50.0000, -26.0000
14, -50.0000, -24.0000
15, -50.0000, -22.0000
16, -50.0000, -20.0000
17, -50.0000, -18.0000
18, -50.0000, -16.0000
19, -50.0000, -14.0000
20, -50.0000, -12.0000
21, -50.0000, -10.0000
22, -50.0000, -8.0000
23, -50.0000, -6.0000
24, -50.0000, -4.0000
25, -50.0000, -2.0000
26, -50.0000, 0.0000
27, -50.0000, 2.0000
28, -50.0000, 4.0000
29, -50.0000, 6.0000
30, -50.0000, 8.0000
31, -50.0000, 10.0000
32, -50.0000, 12.0000
33, -50.0000, 14.0000
34, -50.0000, 16.0000
35, -50.0000, 18.0000
36, -50.0000, 20.0000
37, -50.0000, 22.0000
38, -50.0000, 24.0000
39, -50.0000, 26.0000
40, -50.0000, 28.0000
41, -50.0000, 30.0000
42, -50.0000, 32.0000
43, -50.0000, 34.0000
44, -50.0000, 36.0000
45, -50.0000, 38.0000
46, -50.0000, 40.0000
47, -50.0000, 42.0000
48, -50.0000, 44.0000
49, -50.0000, 46.0000
50, -50.0000, 48.0000
51, -50.0000, 50.0000
52, -48.0000, -50.0000
53, -48.0000, -48.0000
54, -48.0000, -46.0000
55, -48.0000, -44.0000
56, -48.0000, -42.0000
57, -48.0000, -40.0000
58, -48.0000, -38.0000
59, -48.0000, -36.0000
60, -48.0000, -34.0000
61, -48.0000, -32.0000
62, -48.0000, -30.0000
63, -48.0000, -28.0000
64, -48.0000, -26.0000
65, -48.0000, -24.0000
66, -48.0000, -22.0000
67, -48.0000, -20.0000
68, -48.0000, -18.0000
69, -48.0000, -16.0000
70, -48.0000, -14.0000
71, -48.0000, -12.0000
72, -48.0000, -10.0000
73, -48.0000, -8.0000
74, -48.0000, -6.0000
75, -48.0000, -4.0000
76, -48.0000, -2.0000
77, -48.0000, 0.0000
78, -48.0000, 2.0000
79, -48.0000, 4.0000
80, -48.0000, 6.0000
81, -48.0000, 8.0000
82, -48.0000, 10.0000
83, -48.0000, 12.0000
84, -48.0000, 14.0000
85, -48.0000, 16.0000
