12824
1, 2, 2.2027
1, 52, 2.3149
1, 53, 3.2595
2, 1, 2.3737
2, 3, 2.3181
2, 53, 2.1817
2, 52, 3.0232
2, 54, 2.9036
3, 2, 2.2245
3, 4, 2.0830
3, 54, 2.0472
3, 53, 3.2627
3, 55, 3.0871
4, 3, 2.2903
4, 5, 2.0427
4, 55, 2.1757
4, 54, 3.1437
4, 56, 3.3124
5, 4, 2.3648
5, 6, 2.1405
5, 56, 2.1489
5, 55, 2.8863
5, 57, 3.2004
6, 5, 2.0875
6, 7, 2.3466
6, 57, 2.1574
6, 56, 3.0852
6, 58, 2.9312
7, 6, 2.0270
7, 8, 2.3138
7, 58, 2.3207
7, 57, 3.0906
7, 59, 3.3106
8, 7, 2.2503
8, 9, 2.0722
8, 59, 2.0120
8, 58, 2.9018
8, 60, 3.0070
9, 8, 2.2926
9, 10, 2.3092
9, 60, 2.0594
9, 59, 3.2786
9, 61, 2.9220
10, 9, 2.2868
10, 11, 2.0314
10, 61, 2.1575
10, 60, 3.2899
10, 62, 3.1282
11, 10, 2.3789
11, 12, 2.1267
11, 62, 2.2313
11, 61, 2.9360
11, 63, 3.0503
12, 11, 2.3995
12, 13, 2.1375
12, 63, 2.3634
12, 62, 3.2231
12, 64, 2.8453
13, 12, 2.1925
13, 14, 2.2708
13, 64, 2.1610
13, 63, 2.9156
13, 65, 3.1459
14, 13, 2.3797
14, 15, 2.3837
14, 65, 2.3960
14, 64, 3.3013
14, 66, 3.1984
15, 14, 2.3477
15, 16, 2.3455
15, 66, 2.3048
15, 65, 2.9219
15, 67, 2.8734
16, 15, 2.2036
16, 17, 2.0372
16, 67, 2.1751
16, 66, 3.0049
16, 68, 3.0429
17, 16, 2.3982
17, 18, 2.3478
17, 68, 2.3792
17, 67, 2.9723
17, 69, 2.8559
18, 17, 2.3327
18, 19, 2.2755
18, 69, 2.2384
18, 68, 2.9499
18, 70, 3.1312
19, 18, 2.0223
19, 20, 2.1724
19, 70, 2.0763
19, 69, 3.0138
19, 71, 3.3588
20, 19, 2.3389
20, 21, 2.1028
20, 71, 2.1509
20, 70, 3.2434
20, 72, 3.2709
21, 20, 2.0047
21, 22, 2.0887
21, 72, 2.0268
21, 71, 3.2276
21, 73, 3.3239
22, 21, 2.1110
22, 23, 2.2771
22, 73, 2.0556
22, 72, 3.0404
22, 74, 3.3013
23, 22, 2.2783
23, 24, 2.2780
23, 74, 2.3413
23, 73, 2.9951
23, 75, 3.1967
24, 23, 2.1195
24, 25, 2.3779
24, 75, 2.3123
24, 74, 3.2951
24, 76, 3.2449
25, 24, 2.3175
25, 26, 2.1621
25, 76, 2.0522
25, 75, 2.9187
25, 77, 3.2904
26, 25, 2.0122
26, 27, 2.2176
26, 77, 2.3294
26, 76, 3.3649
26, 78, 3.0888
27, 26, 2.0278
27, 28, 2.2090
27, 78, 2.0783
27, 77, 2.9974
27, 79, 3.3804
28, 27, 2.0661
28, 29, 2.3109
28, 79, 2.1366
28, 78, 3.0966
28, 80, 2.8851
29, 28, 2.0241
29, 30, 2.3447
29, 80, 2.0283
29, 79, 3.3278
29, 81, 3.0512
30, 29, 2.1760
30, 31, 2.1403
30, 81, 2.0129
30, 80, 3.2389
30, 82, 3.0284
31, 30, 2.2564
31, 32, 2.3086
31, 82, 2.2708
31, 81, 3.1033
31, 83, 3.2878
32, 31, 2.0304
32, 33, 2.0113
32, 83, 2.1734
32, 82, 2.9096
32, 84, 3.2855
33, 32, 2.0007
33, 34, 2.0385
33, 84, 2.1687
33, 83, 2.9614
33, 85, 3.3694
34, 33, 2.1486
34, 35, 2.1965
34, 85, 2.1070
34, 84, 3.1544
34, 86, 3.1226
35, 34, 2.3915
35, 36, 2.2643
35, 86, 2.3385
35, 85, 2.8777
35, 87, 3.0676
36, 35, 2.0166
36, 37, 2.2409
36, 87, 2.2926
36, 86, 3.2146
36, 88, 2.8630
37, 36, 2.2706
37, 38, 2.1228
37, 88, 2.1393
37, 87, 3.2394
37, 89, 2.8890
38, 37, 2.1010
38, 39, 2.1756
38, 89, 2.2349
38, 88, 3.0021
38, 90, 3.0748
39, 38, 2.1241
39, 40, 2.3664
39, 90, 2.2634
39, 89, 2.9285
39, 91, 3.1934
40, 39, 2.0141
40, 41, 2.3130
40, 91, 2.0007
40, 90, 3.0459
40, 92, 3.2088
41, 40, 2.0158
41, 42, 2.1739
41, 92, 2.0698
41, 91, 3.1583
41, 93, 2.9365
42, 41, 2.1535
42, 43, 2.3529
42, 93, 2.0007
42, 92, 3.2132
42, 94, 2.9882
43, 42, 2.3286
43, 44, 2.1176
43, 94, 2.1560
43, 93, 3.3664
43, 95, 3.3009
44, 43, 2.3561
44, 45, 2.3730
44, 95, 2.0517
44, 94, 3.0254
44, 96, 3.2321
45, 44, 2.2501
45, 46, 2.3334
45, 96, 2.0882
45, 95, 3.0091
45, 97, 2.9525
46, 45, 2.0112
46, 47, 2.2721
46, 97, 2.1145
46, 96, 2.8458
46, 98, 2.9893
47, 46, 2.0453
47, 48, 2.0286
47, 98, 2.2324
47, 97, 2.8346
47, 99, 3.3056
48, 47, 2.0264
48, 49, 2.1936
48, 99, 2.0650
48, 98, 3.0671
48, 100, 3.3166
49, 48, 2.2626
49, 50, 2.3850
49, 100, 2.1583
49, 99, 3.0614
49, 101, 3.2692
50, 49, 2.3608
50, 51, 2.2677
50, 101, 2.0686
50, 100, 3.0093
50, 102, 2.9818
51, 50, 2.0923
51, 102, 2.2810
51, 101, 3.0035
52, 1, 2.3895
52, 53, 2.3450
52, 103, 2.2479
52, 2, 3.3259
52, 104, 3.0022
53, 2, 2.2505
53, 52, 2.2536
53, 54, 2.1205
53, 104, 2.2332
53, 1, 2.8893
53, 3, 3.2801
53, 103, 3.3235
53, 105, 3.1948
54, 3, 2.0220
54, 53, 2.3754
54, 55, 2.0232
54, 105, 2.0997
54, 2, 3.0406
54, 4, 3.0624
54, 104, 2.9219
54, 106, 3.3613
55, 4, 2.0512
55, 54, 2.3022
55, 56, 2.2561
55, 106, 2.1226
55, 3, 2.8939
55, 5, 3.3690
55, 105, 3.2946
55, 107, 2.9145
56, 5, 2.1572
56, 55, 2.1851
56, 57, 2.2951
56, 107, 2.3503
56, 4, 3.3793
56, 6, 3.2379
56, 106, 3.1808
56, 108, 3.3048
57, 6, 2.1512
57, 56, 2.3595
57, 58, 2.3155
57, 108, 2.3635
57, 5, 3.0668
57, 7, 2.8684
57, 107, 3.3418
57, 109, 3.1750
58, 7, 2.3001
58, 57, 2.2322
58, 59, 2.3978
58, 109, 2.0663
58, 6, 3.2294
58, 8, 2.9227
58, 108, 2.8733
58, 110, 3.1871
59, 8, 2.2206
59, 58, 2.3089
59, 60, 2.0220
59, 110, 2.0187
59, 7, 3.1579
59, 9, 3.2593
59, 109, 2.9332
59, 111, 3.1316
60, 9, 2.2295
60, 59, 2.2420
60, 61, 2.0163
60, 111, 2.1080
60, 8, 2.9297
60, 10, 3.1270
60, 110, 3.2442
60, 112, 3.3475
61, 10, 2.0122
