13326
1, 2, 2.2584
1, 52, 2.1290
1, 53, 3.1288
2, 1, 2.1844
2, 3, 2.1141
2, 53, 2.0665
2, 52, 3.0292
2, 54, 2.9139
3, 2, 2.2722
3, 4, 2.3684
3, 54, 2.0655
3, 53, 3.3189
3, 55, 3.1974
4, 3, 2.2451
4, 5, 2.3963
4, 55, 2.1320
4, 54, 3.3916
4, 56, 2.9851
5, 4, 2.2946
5, 6, 2.0257
5, 56, 2.1801
5, 55, 3.2493
5, 57, 3.1183
6, 5, 2.3900
6, 7, 2.1176
6, 57, 2.2963
6, 56, 2.9436
6, 58, 3.2460
7, 6, 2.3832
7, 8, 2.2577
7, 58, 2.1428
7, 57, 3.0199
7, 59, 2.9011
8, 7, 2.1519
8, 9, 2.0422
8, 59, 2.2427
8, 58, 3.3789
8, 60, 3.1057
9, 8, 2.2508
9, 10, 2.2352
9, 60, 2.1959
9, 59, 3.0323
9, 61, 3.3569
10, 9, 2.0769
10, 11, 2.0862
10, 61, 2.1924
10, 60, 2.9533
10, 62, 3.1829
11, 10, 2.0043
11, 12, 2.1384
11, 62, 2.3031
11, 61, 3.1437
11, 63, 3.1693
12, 11, 2.2066
12, 13, 2.1382
12, 63, 2.0544
12, 62, 3.0905
12, 64, 3.0639
13, 12, 2.3096
13, 14, 2.0222
13, 64, 2.1291
13, 63, 2.9754
13, 65, 3.2549
14, 13, 2.1239
14, 15, 2.2218
14, 65, 2.0770
14, 64, 3.0721
14, 66, 3.3399
15, 14, 2.0746
15, 16, 2.1613
15, 66, 2.3348
15, 65, 3.3704
15, 67, 3.2323
16, 15, 2.2344
16, 17, 2.2479
16, 67, 2.0738
16, 66, 2.8376
16, 68, 3.1251
17, 16, 2.1955
17, 18, 2.1625
17, 68, 2.2247
17, 67, 2.8433
17, 69, 2.8910
18, 17, 2.0076
18, 19, 2.3716
18, 69, 2.2184
18, 68, 2.9809
18, 70, 3.0660
19, 18, 2.2578
19, 20, 2.0782
19, 70, 2.0476
19, 69, 3.1595
19, 71, 3.2218
20, 19, 2.0781
20, 21, 2.3127
20, 71, 2.0815
20, 70, 2.9469
20, 72, 3.3631
21, 20, 2.0525
21, 22, 2.3872
21, 72, 2.2856
21, 71, 3.3467
21, 73, 3.3732
22, 21, 2.2682
22, 23, 2.0120
22, 73, 2.3879
22, 72, 2.8452
22, 74, 3.3530
23, 22, 2.2437
23, 24, 2.1563
23, 74, 2.3746
23, 73, 3.0509
23, 75, 2.9092
24, 23, 2.2639
24, 25, 2.2197
24, 75, 2.2219
24, 74, 3.2346
24, 76, 3.3582
25, 24, 2.1487
25, 26, 2.3246
25, 76, 2.0204
25, 75, 2.8811
25, 77, 3.0689
26, 25, 2.2317
26, 27, 2.3247
26, 77, 2.0452
26, 76, 2.8865
26, 78, 2.9418
27, 26, 2.3179
27, 28, 2.0836
27, 78, 2.3202
27, 77, 3.1113
27, 79, 3.1223
28, 27, 2.1039
28, 29, 2.3925
28, 79, 2.1301
28, 78, 3.3577
28, 80, 3.3156
29, 28, 2.1001
29, 30, 2.3476
29, 80, 2.1253
29, 79, 2.8868
29, 81, 3.2134
30, 29, 2.0242
30, 31, 2.3705
30, 81, 2.0381
30, 80, 2.8630
30, 82, 2.9103
31, 30, 2.2524
31, 32, 2.3264
31, 82, 2.0977
31, 81, 2.9150
31, 83, 3.2093
32, 31, 2.3610
32, 33, 2.1174
32, 83, 2.1944
32, 82, 3.0354
32, 84, 3.1291
33, 32, 2.0816
33, 34, 2.0761
33, 84, 2.2253
33, 83, 3.0796
33, 85, 3.0684
34, 33, 2.1030
34, 35, 2.2761
34, 85, 2.1011
34, 84, 3.3079
34, 86, 2.9517
35, 34, 2.3910
35, 36, 2.3535
35, 86, 2.3847
35, 85, 3.0589
35, 87, 3.1705
36, 35, 2.3656
36, 37, 2.3337
36, 87, 2.1739
36, 86, 2.8386
36, 88, 3.1039
37, 36, 2.1327
37, 38, 2.1000
37, 88, 2.2108
37, 87, 3.1106
37, 89, 3.2721
38, 37, 2.3021
38, 39, 2.2599
38, 89, 2.2751
38, 88, 3.0622
38, 90, 3.0333
39, 38, 2.1039
39, 40, 2.0336
39, 90, 2.2729
39, 89, 3.0436
39, 91, 3.2696
40, 39, 2.3138
40, 41, 2.1592
40, 91, 2.0428
40, 90, 2.8299
40, 92, 3.2263
41, 40, 2.3986
41, 42, 2.3697
41, 92, 2.1909
41, 91, 3.3576
41, 93, 3.3163
42, 41, 2.1159
42, 43, 2.0107
42, 93, 2.1731
42, 92, 3.0824
42, 94, 3.0175
43, 42, 2.1230
43, 44, 2.3909
43, 94, 2.1496
43, 93, 3.1697
43, 95, 3.2433
44, 43, 2.2661
44, 45, 2.2950
44, 95, 2.0568
44, 94, 2.9135
44, 96, 3.0822
45, 44, 2.2912
45, 46, 2.0989
45, 96, 2.2041
45, 95, 2.9444
45, 97, 3.1139
46, 45, 2.0391
46, 47, 2.2333
46, 97, 2.3707
46, 96, 3.0842
46, 98, 3.0765
47, 46, 2.1777
47, 48, 2.0816
47, 98, 2.0752
47, 97, 2.8874
47, 99, 3.2929
48, 47, 2.0578
48, 49, 2.3933
48, 99, 2.3377
48, 98, 2.8985
48, 100, 3.1878
49, 48, 2.2512
49, 50, 2.3295
49, 100, 2.2956
49, 99, 3.3209
49, 101, 3.2338
50, 49, 2.2118
50, 51, 2.0310
50, 101, 2.3237
50, 100, 3.3331
50, 102, 3.1974
51, 50, 2.3098
51, 102, 2.0773
51, 101, 3.2655
52, 1, 2.0739
52, 53, 2.1957
52, 103, 2.3223
52, 2, 2.8636
52, 104, 3.3100
53, 2, 2.3132
53, 52, 2.3025
53, 54, 2.0349
53, 104, 2.2181
53, 1, 2.9829
53, 3, 3.1593
53, 103, 3.2377
53, 105, 3.0612
54, 3, 2.0704
54, 53, 2.2626
54, 55, 2.0674
54, 105, 2.2044
54, 2, 3.0765
54, 4, 2.9415
54, 104, 3.0334
54, 106, 3.3722
55, 4, 2.0474
55, 54, 2.3697
55, 56, 2.1375
55, 106, 2.0351
55, 3, 3.2758
55, 5, 3.1124
55, 105, 2.8713
55, 107, 3.1620
56, 5, 2.2656
56, 55, 2.2654
56, 57, 2.3402
56, 107, 2.3629
56, 4, 3.1737
56, 6, 3.3899
56, 106, 3.1527
56, 108, 2.9105
57, 6, 2.2792
57, 56, 2.3655
57, 58, 2.2789
57, 108, 2.2084
57, 5, 3.0072
57, 7, 3.2231
57, 107, 2.9379
57, 109, 3.3039
58, 7, 2.3140
58, 57, 2.0796
58, 59, 2.1736
58, 109, 2.2652
58, 6, 3.1462
58, 8, 2.8796
58, 108, 2.8779
58, 110, 3.1843
59, 8, 2.1704
59, 58, 2.2240
59, 60, 2.3020
59, 110, 2.3477
59, 7, 2.9617
59, 9, 3.3502
59, 109, 2.9577
59, 111, 3.3600
60, 9, 2.1834
60, 59, 2.1230
60, 61, 2.2469
60, 111, 2.3233
60, 8, 3.0592
60, 10, 3.2287
60, 110, 3.0937
60, 112, 3.1677
61, 10, 2.1028
61, 60, 2.3801
61, 62, 2.2413
61, 112, 2.0570
61, 9, 3.1854
61, 11, 2.8972
61, 111, 3.2197
61, 113, 3.0267
62, 11, 2.1598
62, 61, 2.1220
62, 63, 2.3848
62, 113, 2.3174
62, 10, 3.2255
62, 12, 3.2135
62, 112, 3.1029
62, 114, 3.0756
63, 12, 2.3534
63, 62, 2.2865
63, 64, 2.3609
63, 114, 2.0170
63, 11, 3.2033
63, 13, 2.8469
63, 113, 3.0264
63, 115, 2.8961
64, 13, 2.3799
64, 63, 2.2408
64, 65, 2.3727
64, 115, 2.0973
64, 12, 3.3433
64, 14, 2.8734
64, 114, 2.9792
64, 116, 3.3670
65, 14, 2.0127
65, 64, 2.0673
65, 66, 2.0832
65, 116, 2.0645
65, 13, 3.2092
65, 15, 3.1435
65, 115, 3.1790
65, 117, 2.8906
66, 15, 2.3987
66, 65, 2.2174
66, 67, 2.2473
66, 117, 2.0707
66, 14, 3.3126
66, 16, 3.2607
66, 116, 2.8873
66, 118, 3.2530
67, 16, 2.1030
67, 66, 2.3616
67, 68, 2.0354
67, 118, 2.1116
67, 15, 3.0406
67, 17, 2.9853
67, 117, 2.8627
67, 119, 3.0858
68, 17, 2.3394
68, 67, 2.1059
68, 69, 2.3408
68, 119, 2.1709
68, 16, 3.2279
68, 18, 3.2425
68, 118, 2.8308
68, 120, 3.1100
69, 18, 2.2539
69, 68, 2.3572
69, 70, 2.3086
69, 120, 2.2395
69, 17, 2.9917
69, 19, 3.2940
69, 119, 3.1929
69, 121, 3.1260
70, 19, 2.1456
70, 69, 2.1791
70, 71, 2.0280
70, 121, 2.1556
70, 18, 3.3470
70, 20, 2.8320
70, 120, 2.8563
70, 122, 3.0785
71, 20, 2.2726
71, 70, 2.0449
71, 72, 2.1680
71, 122, 2.1264
71, 19, 3.0833
71, 21, 3.1236
71, 121, 3.0857
71, 123, 3.3008
72, 21, 2.3936
72, 71, 2.2576
72, 73, 2.1005
72, 123, 2.0397
72, 20, 2.8953
72, 22, 3.3097
72, 122, 3.0412
72, 124, 3.3652
73, 22, 2.0513
73, 72, 2.2599
73, 74, 2.0556
73, 124, 2.2821
73, 21, 3.0669
73, 23, 2.9764
73, 123, 3.1498
73, 125, 3.1390
74, 23, 2.3179
74, 73, 2.2330
74, 75, 2.0738
74, 125, 2.3657
74, 22, 2.8832
74, 24, 2.8548
74, 124, 3.1410
74, 126, 3.2673
75, 24, 2.1963
75, 74, 2.0652
75, 76, 2.0498
75, 126, 2.1668
75, 23, 3.0887
75, 25, 3.3531
75, 125, 3.1711
75, 127, 3.0191
76, 25, 2.1511
76, 75, 2.3287
76, 77, 2.2265
76, 127, 2.0153
76, 24, 3.2890
